# curie_map:
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   HP: http://purl.obolibrary.org/obo/HP_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   omim: https://omim.org/entry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/534ef529-f389-45e2-b48e-ac8fc9034628
subject_id	subject_label	predicate_id	object_id	mapping_justification	confidence
MONDO:0004383	adult central nervous system germinoma	oboInOwl:hasDbXref	DOID:7867	semapv:UnspecifiedMatching	0.8
MONDO:0004383	adult central nervous system germinoma	skos:exactMatch	DOID:7867	semapv:UnspecifiedMatching	0.8
MONDO:0004384	maxillary sinus inverted papilloma	oboInOwl:hasDbXref	DOID:7868	semapv:UnspecifiedMatching	0.8
MONDO:0004384	maxillary sinus inverted papilloma	skos:exactMatch	DOID:7868	semapv:UnspecifiedMatching	0.8
MONDO:0004385	adult xanthogranuloma	oboInOwl:hasDbXref	DOID:7875	semapv:UnspecifiedMatching	0.8
MONDO:0004385	adult xanthogranuloma	skos:exactMatch	DOID:7875	semapv:UnspecifiedMatching	0.8
MONDO:0004386	uterine corpus atypical polypoid adenomyoma	oboInOwl:hasDbXref	DOID:7878	semapv:UnspecifiedMatching	0.8
MONDO:0004386	uterine corpus atypical polypoid adenomyoma	skos:exactMatch	DOID:7878	semapv:UnspecifiedMatching	0.8
MONDO:0004387	luteoma of pregnancy	oboInOwl:hasDbXref	DOID:7880	semapv:UnspecifiedMatching	0.8
MONDO:0004387	luteoma of pregnancy	skos:exactMatch	DOID:7880	semapv:UnspecifiedMatching	0.8
MONDO:0004389	mite infestation	oboInOwl:hasDbXref	DOID:7894	semapv:UnspecifiedMatching	0.8
MONDO:0004389	mite infestation	skos:exactMatch	DOID:7894	semapv:UnspecifiedMatching	0.8
MONDO:0004390	ocular hypotension	oboInOwl:hasDbXref	DOID:790	semapv:UnspecifiedMatching	0.8
MONDO:0004390	ocular hypotension	skos:exactMatch	DOID:790	semapv:UnspecifiedMatching	0.8
MONDO:0004391	obsolete adult extraosseous chondrosarcoma	oboInOwl:hasDbXref	DOID:7902	semapv:UnspecifiedMatching	0.8
MONDO:0004391	obsolete adult extraosseous chondrosarcoma	skos:exactMatch	DOID:7902	semapv:UnspecifiedMatching	0.8
MONDO:0004392	intracranial extraskeletal myxoid chondrosarcoma	oboInOwl:hasDbXref	DOID:7903	semapv:UnspecifiedMatching	0.8
MONDO:0004392	intracranial extraskeletal myxoid chondrosarcoma	skos:exactMatch	DOID:7903	semapv:UnspecifiedMatching	0.8
MONDO:0004393	mixed astrocytoma-ependymoma	oboInOwl:hasDbXref	DOID:7907	semapv:UnspecifiedMatching	0.8
MONDO:0004393	mixed astrocytoma-ependymoma	skos:exactMatch	DOID:7907	semapv:UnspecifiedMatching	0.8
MONDO:0004394	maxillary sinus squamous cell carcinoma	oboInOwl:hasDbXref	DOID:7910	semapv:UnspecifiedMatching	0.8
MONDO:0004394	maxillary sinus squamous cell carcinoma	skos:exactMatch	DOID:7910	semapv:UnspecifiedMatching	0.8
MONDO:0004396	cervical spinal canal and spinal cord meningioma	oboInOwl:hasDbXref	DOID:7915	semapv:UnspecifiedMatching	0.8
MONDO:0004396	cervical spinal canal and spinal cord meningioma	skos:exactMatch	DOID:7915	semapv:UnspecifiedMatching	0.8
MONDO:0004397	benign mediastinal psammomatous neurilemmoma	oboInOwl:hasDbXref	DOID:7921	semapv:UnspecifiedMatching	0.8
MONDO:0004397	benign mediastinal psammomatous neurilemmoma	skos:exactMatch	DOID:7921	semapv:UnspecifiedMatching	0.8
MONDO:0004398	mediastinal schwannoma	oboInOwl:hasDbXref	DOID:6175	semapv:UnspecifiedMatching	0.8
MONDO:0004398	mediastinal schwannoma	oboInOwl:hasDbXref	DOID:7922	semapv:UnspecifiedMatching	0.8
MONDO:0004398	mediastinal schwannoma	skos:exactMatch	DOID:6175	semapv:UnspecifiedMatching	0.8
MONDO:0004398	mediastinal schwannoma	skos:exactMatch	DOID:7922	semapv:UnspecifiedMatching	0.8
MONDO:0004400	malignant type A thymoma	oboInOwl:hasDbXref	DOID:7927	semapv:UnspecifiedMatching	0.8
MONDO:0004400	malignant type A thymoma	skos:exactMatch	DOID:7927	semapv:UnspecifiedMatching	0.8
MONDO:0004401	testis refractory cancer	oboInOwl:hasDbXref	DOID:7928	semapv:UnspecifiedMatching	0.8
MONDO:0004401	testis refractory cancer	skos:exactMatch	DOID:7928	semapv:UnspecifiedMatching	0.8
MONDO:0004402	testicular yolk sac tumor, glandular-alveolar pattern	oboInOwl:hasDbXref	DOID:7930	semapv:UnspecifiedMatching	0.8
MONDO:0004402	testicular yolk sac tumor, glandular-alveolar pattern	skos:exactMatch	DOID:7930	semapv:UnspecifiedMatching	0.8
MONDO:0004403	childhood precursor T-lymphoblastic lymphoma/leukemia	oboInOwl:hasDbXref	DOID:7933	semapv:UnspecifiedMatching	0.8
MONDO:0004404	refractory precursor T-lymphoblastic lymphoma/leukemia	oboInOwl:hasDbXref	DOID:7936	semapv:UnspecifiedMatching	0.8
MONDO:0004404	refractory precursor T-lymphoblastic lymphoma/leukemia	skos:exactMatch	DOID:7936	semapv:UnspecifiedMatching	0.8
MONDO:0004405	Barrett adenocarcinoma	oboInOwl:hasDbXref	DOID:7941	semapv:UnspecifiedMatching	0.8
MONDO:0004405	Barrett adenocarcinoma	skos:exactMatch	DOID:7941	semapv:UnspecifiedMatching	0.8
MONDO:0004406	adult central nervous system mixed germ cell tumor	oboInOwl:hasDbXref	DOID:7945	semapv:UnspecifiedMatching	0.8
MONDO:0004406	adult central nervous system mixed germ cell tumor	skos:exactMatch	DOID:7945	semapv:UnspecifiedMatching	0.8
MONDO:0004407	stroma-dominant and stroma-poor composite ganglioneuroblastoma	oboInOwl:hasDbXref	DOID:7949	semapv:UnspecifiedMatching	0.8
MONDO:0004407	stroma-dominant and stroma-poor composite ganglioneuroblastoma	skos:exactMatch	DOID:7949	semapv:UnspecifiedMatching	0.8
MONDO:0004408	schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma	oboInOwl:hasDbXref	DOID:7951	semapv:UnspecifiedMatching	0.8
MONDO:0004408	schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma	skos:exactMatch	DOID:7951	semapv:UnspecifiedMatching	0.8
MONDO:0004409	nipple duct carcinoma	oboInOwl:hasDbXref	DOID:7953	semapv:UnspecifiedMatching	0.8
MONDO:0004409	nipple duct carcinoma	skos:exactMatch	DOID:7953	semapv:UnspecifiedMatching	0.8
MONDO:0004410	sarcomatoid penile squamous cell carcinoma	oboInOwl:hasDbXref	DOID:7958	semapv:UnspecifiedMatching	0.8
MONDO:0004410	sarcomatoid penile squamous cell carcinoma	skos:exactMatch	DOID:7958	semapv:UnspecifiedMatching	0.8
MONDO:0004411	duodenal gastrin-producing neuroendocrine tumor	oboInOwl:hasDbXref	DOID:7959	semapv:UnspecifiedMatching	0.8
MONDO:0004411	duodenal gastrin-producing neuroendocrine tumor	skos:exactMatch	DOID:7959	semapv:UnspecifiedMatching	0.8
MONDO:0004412	malignant spiradenoma	oboInOwl:hasDbXref	DOID:7960	semapv:UnspecifiedMatching	0.8
MONDO:0004412	malignant spiradenoma	skos:exactMatch	DOID:7960	semapv:UnspecifiedMatching	0.8
MONDO:0004413	cervical non-keratinizing squamous cell carcinoma	oboInOwl:hasDbXref	DOID:7961	semapv:UnspecifiedMatching	0.8
MONDO:0004413	cervical non-keratinizing squamous cell carcinoma	skos:exactMatch	DOID:7961	semapv:UnspecifiedMatching	0.8
MONDO:0004414	tamoxifen-related endometrial lesion	oboInOwl:hasDbXref	DOID:7962	semapv:UnspecifiedMatching	0.8
MONDO:0004414	tamoxifen-related endometrial lesion	skos:exactMatch	DOID:7962	semapv:UnspecifiedMatching	0.8
MONDO:0004415	lipid-cell variant infiltrating bladder urothelial carcinoma	oboInOwl:hasDbXref	DOID:7967	semapv:UnspecifiedMatching	0.8
MONDO:0004415	lipid-cell variant infiltrating bladder urothelial carcinoma	skos:exactMatch	DOID:7967	semapv:UnspecifiedMatching	0.8
MONDO:0004416	plasmacytoid variant infiltrating bladder urothelial carcinoma	oboInOwl:hasDbXref	DOID:7968	semapv:UnspecifiedMatching	0.8
MONDO:0004416	plasmacytoid variant infiltrating bladder urothelial carcinoma	skos:exactMatch	DOID:7968	semapv:UnspecifiedMatching	0.8
MONDO:0004417	nested variant infiltrating bladder urothelial carcinoma	oboInOwl:hasDbXref	DOID:7969	semapv:UnspecifiedMatching	0.8
MONDO:0004417	nested variant infiltrating bladder urothelial carcinoma	skos:exactMatch	DOID:7969	semapv:UnspecifiedMatching	0.8
MONDO:0004418	microcystic variant infiltrating bladder urothelial carcinoma	oboInOwl:hasDbXref	DOID:7971	semapv:UnspecifiedMatching	0.8
MONDO:0004418	microcystic variant infiltrating bladder urothelial carcinoma	skos:exactMatch	DOID:7971	semapv:UnspecifiedMatching	0.8
MONDO:0004419	lymphoma-like variant infiltrating bladder urothelial carcinoma	oboInOwl:hasDbXref	DOID:7972	semapv:UnspecifiedMatching	0.8
MONDO:0004419	lymphoma-like variant infiltrating bladder urothelial carcinoma	skos:exactMatch	DOID:7972	semapv:UnspecifiedMatching	0.8
MONDO:0004420	breast malignant eccrine spiradenoma	oboInOwl:hasDbXref	DOID:7983	semapv:UnspecifiedMatching	0.8
MONDO:0004420	breast malignant eccrine spiradenoma	skos:exactMatch	DOID:7983	semapv:UnspecifiedMatching	0.8
MONDO:0004421	sclerosing breast papilloma	oboInOwl:hasDbXref	DOID:7984	semapv:UnspecifiedMatching	0.8
MONDO:0004421	sclerosing breast papilloma	skos:exactMatch	DOID:7984	semapv:UnspecifiedMatching	0.8
MONDO:0004422	cerebral falx meningioma	oboInOwl:hasDbXref	DOID:7986	semapv:UnspecifiedMatching	0.8
MONDO:0004422	cerebral falx meningioma	skos:exactMatch	DOID:7986	semapv:UnspecifiedMatching	0.8
MONDO:0004423	central nervous system extraskeletal osteosarcoma	oboInOwl:hasDbXref	DOID:7994	semapv:UnspecifiedMatching	0.8
MONDO:0004423	central nervous system extraskeletal osteosarcoma	skos:exactMatch	DOID:7994	semapv:UnspecifiedMatching	0.8
MONDO:0004425	hyperthyroidism	oboInOwl:hasDbXref	DOID:7998	semapv:UnspecifiedMatching	0.8
MONDO:0004425	hyperthyroidism	skos:exactMatch	DOID:7998	semapv:UnspecifiedMatching	0.8
MONDO:0004426	frontal convexity meningioma	oboInOwl:hasDbXref	DOID:8000	semapv:UnspecifiedMatching	0.8
MONDO:0004426	frontal convexity meningioma	skos:exactMatch	DOID:8000	semapv:UnspecifiedMatching	0.8
MONDO:0004427	supraglottis neoplasm	oboInOwl:hasDbXref	DOID:8002	semapv:UnspecifiedMatching	0.8
MONDO:0004427	supraglottis neoplasm	skos:exactMatch	DOID:8002	semapv:UnspecifiedMatching	0.8
MONDO:0004428	alveoli adenoma	oboInOwl:hasDbXref	DOID:8003	semapv:UnspecifiedMatching	0.8
MONDO:0004428	alveoli adenoma	skos:exactMatch	DOID:8003	semapv:UnspecifiedMatching	0.8
MONDO:0004429	skin meningioma	oboInOwl:hasDbXref	DOID:8006	semapv:UnspecifiedMatching	0.8
MONDO:0004429	skin meningioma	skos:exactMatch	DOID:8006	semapv:UnspecifiedMatching	0.8
MONDO:0004430	penis mixed squamous cell carcinoma	oboInOwl:hasDbXref	DOID:8009	semapv:UnspecifiedMatching	0.8
MONDO:0004430	penis mixed squamous cell carcinoma	skos:exactMatch	DOID:8009	semapv:UnspecifiedMatching	0.8
MONDO:0004431	hemarthrosis	oboInOwl:hasDbXref	DOID:801	semapv:UnspecifiedMatching	0.8
MONDO:0004431	hemarthrosis	skos:exactMatch	DOID:801	semapv:UnspecifiedMatching	0.8
MONDO:0004432	mature pericardial teratoma	oboInOwl:hasDbXref	DOID:8012	semapv:UnspecifiedMatching	0.8
MONDO:0004432	mature pericardial teratoma	skos:exactMatch	DOID:8012	semapv:UnspecifiedMatching	0.8
MONDO:0004433	papillary carcinoma of the penis	oboInOwl:hasDbXref	DOID:8013	semapv:UnspecifiedMatching	0.8
MONDO:0004433	papillary carcinoma of the penis	skos:exactMatch	DOID:8013	semapv:UnspecifiedMatching	0.8
MONDO:0004435	liver fibrosarcoma	oboInOwl:hasDbXref	DOID:8022	semapv:UnspecifiedMatching	0.8
MONDO:0004435	liver fibrosarcoma	skos:exactMatch	DOID:8022	semapv:UnspecifiedMatching	0.8
MONDO:0004436	ovarian myxoid liposarcoma	oboInOwl:hasDbXref	DOID:8023	semapv:UnspecifiedMatching	0.8
MONDO:0004436	ovarian myxoid liposarcoma	skos:exactMatch	DOID:8023	semapv:UnspecifiedMatching	0.8
MONDO:0004438	sporadic breast cancer	oboInOwl:hasDbXref	DOID:8029	semapv:UnspecifiedMatching	0.8
MONDO:0004438	sporadic breast cancer	skos:exactMatch	DOID:8029	semapv:UnspecifiedMatching	0.8
MONDO:0004439	periocular meningioma	oboInOwl:hasDbXref	DOID:8030	semapv:UnspecifiedMatching	0.8
MONDO:0004439	periocular meningioma	skos:exactMatch	DOID:8030	semapv:UnspecifiedMatching	0.8
MONDO:0004440	pineal region meningioma	oboInOwl:hasDbXref	DOID:8031	semapv:UnspecifiedMatching	0.8
MONDO:0004440	pineal region meningioma	skos:exactMatch	DOID:8031	semapv:UnspecifiedMatching	0.8
MONDO:0004441	childhood ovarian embryonal carcinoma	oboInOwl:hasDbXref	DOID:8036	semapv:UnspecifiedMatching	0.8
MONDO:0004441	childhood ovarian embryonal carcinoma	skos:exactMatch	DOID:8036	semapv:UnspecifiedMatching	0.8
MONDO:0004442	testis polyembryoma	oboInOwl:hasDbXref	DOID:8042	semapv:UnspecifiedMatching	0.8
MONDO:0004442	testis polyembryoma	skos:exactMatch	DOID:8042	semapv:UnspecifiedMatching	0.8
MONDO:0004443	chest wall parachordoma	oboInOwl:hasDbXref	DOID:8043	semapv:UnspecifiedMatching	0.8
MONDO:0004443	chest wall parachordoma	skos:exactMatch	DOID:8043	semapv:UnspecifiedMatching	0.8
MONDO:0004444	bladder tubulo-cystic clear cell adenocarcinoma	oboInOwl:hasDbXref	DOID:8050	semapv:UnspecifiedMatching	0.8
MONDO:0004444	bladder tubulo-cystic clear cell adenocarcinoma	skos:exactMatch	DOID:8050	semapv:UnspecifiedMatching	0.8
MONDO:0004445	bladder papillary clear cell adenocarcinoma	oboInOwl:hasDbXref	DOID:8051	semapv:UnspecifiedMatching	0.8
MONDO:0004445	bladder papillary clear cell adenocarcinoma	skos:exactMatch	DOID:8051	semapv:UnspecifiedMatching	0.8
MONDO:0004446	olfactory groove meningioma	oboInOwl:hasDbXref	DOID:8057	semapv:UnspecifiedMatching	0.8
MONDO:0004446	olfactory groove meningioma	skos:exactMatch	DOID:8057	semapv:UnspecifiedMatching	0.8
MONDO:0004447	pituitary stalk meningioma	oboInOwl:hasDbXref	DOID:8058	semapv:UnspecifiedMatching	0.8
MONDO:0004447	pituitary stalk meningioma	skos:exactMatch	DOID:8058	semapv:UnspecifiedMatching	0.8
MONDO:0004448	frontal sinus inverted papilloma	oboInOwl:hasDbXref	DOID:8060	semapv:UnspecifiedMatching	0.8
MONDO:0004448	frontal sinus inverted papilloma	skos:exactMatch	DOID:8060	semapv:UnspecifiedMatching	0.8
MONDO:0004449	intraductal breast myoepitheliosis	oboInOwl:hasDbXref	DOID:8068	semapv:UnspecifiedMatching	0.8
MONDO:0004449	intraductal breast myoepitheliosis	skos:exactMatch	DOID:8068	semapv:UnspecifiedMatching	0.8
MONDO:0004450	carotid artery occlusion	oboInOwl:hasDbXref	DOID:807	semapv:UnspecifiedMatching	0.8
MONDO:0004450	carotid artery occlusion	skos:exactMatch	DOID:807	semapv:UnspecifiedMatching	0.8
MONDO:0004451	sarcomatous intrahepatic cholangiocarcinoma	oboInOwl:hasDbXref	DOID:8072	semapv:UnspecifiedMatching	0.8
MONDO:0004451	sarcomatous intrahepatic cholangiocarcinoma	skos:exactMatch	DOID:8072	semapv:UnspecifiedMatching	0.8
MONDO:0004452	childhood central nervous system germinoma	oboInOwl:hasDbXref	DOID:8078	semapv:UnspecifiedMatching	0.8
MONDO:0004452	childhood central nervous system germinoma	skos:exactMatch	DOID:8078	semapv:UnspecifiedMatching	0.8
MONDO:0004453	testicular yolk sac tumor, myxomatous pattern	oboInOwl:hasDbXref	DOID:8081	semapv:UnspecifiedMatching	0.8
MONDO:0004453	testicular yolk sac tumor, myxomatous pattern	skos:exactMatch	DOID:8081	semapv:UnspecifiedMatching	0.8
MONDO:0004454	cellular congenital mesoblastic nephroma	oboInOwl:hasDbXref	DOID:8082	semapv:UnspecifiedMatching	0.8
MONDO:0004454	cellular congenital mesoblastic nephroma	skos:exactMatch	DOID:8082	semapv:UnspecifiedMatching	0.8
MONDO:0004455	classic congenital mesoblastic nephroma	oboInOwl:hasDbXref	DOID:8083	semapv:UnspecifiedMatching	0.8
MONDO:0004455	classic congenital mesoblastic nephroma	skos:exactMatch	DOID:8083	semapv:UnspecifiedMatching	0.8
MONDO:0004456	cocaine abuse	oboInOwl:hasDbXref	DOID:809	semapv:UnspecifiedMatching	0.8
MONDO:0004456	cocaine abuse	skos:exactMatch	DOID:809	semapv:UnspecifiedMatching	0.8
MONDO:0004457	maxillary sinus Schneiderian papilloma	oboInOwl:hasDbXref	DOID:8093	semapv:UnspecifiedMatching	0.8
MONDO:0004457	maxillary sinus Schneiderian papilloma	skos:exactMatch	DOID:8093	semapv:UnspecifiedMatching	0.8
MONDO:0004458	bladder mixed adenocarcinoma	oboInOwl:hasDbXref	DOID:8096	semapv:UnspecifiedMatching	0.8
MONDO:0004458	bladder mixed adenocarcinoma	skos:exactMatch	DOID:8096	semapv:UnspecifiedMatching	0.8
MONDO:0004459	bladder hepatoid adenocarcinoma	oboInOwl:hasDbXref	DOID:8097	semapv:UnspecifiedMatching	0.8
MONDO:0004459	bladder hepatoid adenocarcinoma	skos:exactMatch	DOID:8097	semapv:UnspecifiedMatching	0.8
MONDO:0004460	thyroid gland fetal adenoma	oboInOwl:hasDbXref	DOID:8102	semapv:UnspecifiedMatching	0.8
MONDO:0004460	thyroid gland fetal adenoma	skos:exactMatch	DOID:8102	semapv:UnspecifiedMatching	0.8
MONDO:0004461	vaginal tubulovillous adenoma	oboInOwl:hasDbXref	DOID:8104	semapv:UnspecifiedMatching	0.8
MONDO:0004461	vaginal tubulovillous adenoma	skos:exactMatch	DOID:8104	semapv:UnspecifiedMatching	0.8
MONDO:0004462	extrahepatic bile duct cystadenoma	oboInOwl:hasDbXref	DOID:8105	semapv:UnspecifiedMatching	0.8
MONDO:0004462	extrahepatic bile duct cystadenoma	skos:exactMatch	DOID:8105	semapv:UnspecifiedMatching	0.8
MONDO:0004463	cellular phase chronic idiopathic myelofibrosis	oboInOwl:hasDbXref	DOID:8106	semapv:UnspecifiedMatching	0.8
MONDO:0004463	cellular phase chronic idiopathic myelofibrosis	skos:exactMatch	DOID:8106	semapv:UnspecifiedMatching	0.8
MONDO:0004464	nephrogenic adenoma of the urethra	oboInOwl:hasDbXref	DOID:8109	semapv:UnspecifiedMatching	0.8
MONDO:0004464	nephrogenic adenoma of the urethra	skos:exactMatch	DOID:8109	semapv:UnspecifiedMatching	0.8
MONDO:0004465	periampullary adenocarcinoma	oboInOwl:hasDbXref	DOID:8110	semapv:UnspecifiedMatching	0.8
MONDO:0004465	periampullary adenocarcinoma	skos:exactMatch	DOID:8110	semapv:UnspecifiedMatching	0.8
MONDO:0004466	neuronitis	oboInOwl:hasDbXref	DOID:8117	semapv:UnspecifiedMatching	0.8
MONDO:0004466	neuronitis	skos:exactMatch	DOID:8117	semapv:UnspecifiedMatching	0.8
MONDO:0004467	mature gastric teratoma	oboInOwl:hasDbXref	DOID:8118	semapv:UnspecifiedMatching	0.8
MONDO:0004467	mature gastric teratoma	skos:exactMatch	DOID:8118	semapv:UnspecifiedMatching	0.8
MONDO:0004468	anal canal Paget disease	oboInOwl:hasDbXref	DOID:8119	semapv:UnspecifiedMatching	0.8
MONDO:0004468	anal canal Paget disease	skos:exactMatch	DOID:8119	semapv:UnspecifiedMatching	0.8
MONDO:0004469	pseudovascular skin squamous cell carcinoma	oboInOwl:hasDbXref	DOID:8122	semapv:UnspecifiedMatching	0.8
MONDO:0004469	pseudovascular skin squamous cell carcinoma	skos:exactMatch	DOID:8122	semapv:UnspecifiedMatching	0.8
MONDO:0004471	bacterial arthritis	oboInOwl:hasDbXref	DOID:813	semapv:UnspecifiedMatching	0.8
MONDO:0004471	bacterial arthritis	skos:exactMatch	DOID:813	semapv:UnspecifiedMatching	0.8
MONDO:0004472	breast columnar cell mucinous carcinoma	oboInOwl:hasDbXref	DOID:8130	semapv:UnspecifiedMatching	0.8
MONDO:0004472	breast columnar cell mucinous carcinoma	skos:exactMatch	DOID:8130	semapv:UnspecifiedMatching	0.8
MONDO:0004473	epiglottis cancer	oboInOwl:hasDbXref	DOID:8133	semapv:UnspecifiedMatching	0.8
MONDO:0004473	epiglottis cancer	skos:exactMatch	DOID:8133	semapv:UnspecifiedMatching	0.8
MONDO:0004474	gallbladder lymphoma	oboInOwl:hasDbXref	DOID:8135	semapv:UnspecifiedMatching	0.8
MONDO:0004474	gallbladder lymphoma	skos:exactMatch	DOID:8135	semapv:UnspecifiedMatching	0.8
MONDO:0004475	thymus clear cell carcinoma	oboInOwl:hasDbXref	DOID:8137	semapv:UnspecifiedMatching	0.8
MONDO:0004475	thymus clear cell carcinoma	skos:exactMatch	DOID:8137	semapv:UnspecifiedMatching	0.8
MONDO:0004477	adrenal gland ganglioneuroblastoma	oboInOwl:hasDbXref	DOID:8140	semapv:UnspecifiedMatching	0.8
MONDO:0004477	adrenal gland ganglioneuroblastoma	skos:exactMatch	DOID:8140	semapv:UnspecifiedMatching	0.8
MONDO:0004478	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	oboInOwl:hasDbXref	DOID:8144	semapv:UnspecifiedMatching	0.8
MONDO:0004478	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	skos:exactMatch	DOID:8144	semapv:UnspecifiedMatching	0.8
MONDO:0004479	malignant childhood germ cell neoplasm	oboInOwl:hasDbXref	DOID:8149	semapv:UnspecifiedMatching	0.8
MONDO:0004479	malignant childhood germ cell neoplasm	skos:exactMatch	DOID:8149	semapv:UnspecifiedMatching	0.8
MONDO:0004481	pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma	oboInOwl:hasDbXref	DOID:8150	semapv:UnspecifiedMatching	0.8
MONDO:0004481	pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma	skos:exactMatch	DOID:8150	semapv:UnspecifiedMatching	0.8
MONDO:0004482	fibroosseous pseudotumor of the digits	oboInOwl:hasDbXref	DOID:8153	semapv:UnspecifiedMatching	0.8
MONDO:0004482	fibroosseous pseudotumor of the digits	skos:exactMatch	DOID:8153	semapv:UnspecifiedMatching	0.8
MONDO:0004483	thyroid gland oncocytic adenoma	oboInOwl:hasDbXref	DOID:8162	semapv:UnspecifiedMatching	0.8
MONDO:0004483	thyroid gland oncocytic adenoma	skos:exactMatch	DOID:8162	semapv:UnspecifiedMatching	0.8
MONDO:0004484	gallbladder melanoma	oboInOwl:hasDbXref	DOID:8167	semapv:UnspecifiedMatching	0.8
MONDO:0004484	gallbladder melanoma	skos:exactMatch	DOID:8167	semapv:UnspecifiedMatching	0.8
MONDO:0004485	interstitial myocarditis	oboInOwl:hasDbXref	DOID:817	semapv:UnspecifiedMatching	0.8
MONDO:0004485	interstitial myocarditis	skos:exactMatch	DOID:817	semapv:UnspecifiedMatching	0.8
MONDO:0004486	endocervical type cervical adenomyoma	oboInOwl:hasDbXref	DOID:8177	semapv:UnspecifiedMatching	0.8
MONDO:0004486	endocervical type cervical adenomyoma	skos:exactMatch	DOID:8177	semapv:UnspecifiedMatching	0.8
MONDO:0004487	endometrial type cervical adenomyoma	oboInOwl:hasDbXref	DOID:8178	semapv:UnspecifiedMatching	0.8
MONDO:0004487	endometrial type cervical adenomyoma	skos:exactMatch	DOID:8178	semapv:UnspecifiedMatching	0.8
MONDO:0004488	cervical atypical polypoid adenomyoma	oboInOwl:hasDbXref	DOID:8179	semapv:UnspecifiedMatching	0.8
MONDO:0004488	cervical atypical polypoid adenomyoma	skos:exactMatch	DOID:8179	semapv:UnspecifiedMatching	0.8
MONDO:0004489	fallopian tube gestational choriocarcinoma	oboInOwl:hasDbXref	DOID:8186	semapv:UnspecifiedMatching	0.8
MONDO:0004489	fallopian tube gestational choriocarcinoma	skos:exactMatch	DOID:8186	semapv:UnspecifiedMatching	0.8
MONDO:0004490	gestational uterine corpus choriocarcinoma	oboInOwl:hasDbXref	DOID:8187	semapv:UnspecifiedMatching	0.8
MONDO:0004490	gestational uterine corpus choriocarcinoma	skos:exactMatch	DOID:8187	semapv:UnspecifiedMatching	0.8
MONDO:0004491	uterine corpus choriocarcinoma	oboInOwl:hasDbXref	DOID:8188	semapv:UnspecifiedMatching	0.8
MONDO:0004491	uterine corpus choriocarcinoma	skos:exactMatch	DOID:8188	semapv:UnspecifiedMatching	0.8
MONDO:0004492	mediastinitis	oboInOwl:hasDbXref	DOID:819	semapv:UnspecifiedMatching	0.8
MONDO:0004492	mediastinitis	skos:exactMatch	DOID:819	semapv:UnspecifiedMatching	0.8
MONDO:0004493	testicular yolk sac tumor, papillary pattern	oboInOwl:hasDbXref	DOID:8193	semapv:UnspecifiedMatching	0.8
MONDO:0004493	testicular yolk sac tumor, papillary pattern	skos:exactMatch	DOID:8193	semapv:UnspecifiedMatching	0.8
MONDO:0004494	testicular yolk sac tumor, hepatoid pattern	oboInOwl:hasDbXref	DOID:8195	semapv:UnspecifiedMatching	0.8
MONDO:0004494	testicular yolk sac tumor, hepatoid pattern	skos:exactMatch	DOID:8195	semapv:UnspecifiedMatching	0.8
MONDO:0004495	myotonic cataract	oboInOwl:hasDbXref	DOID:82	semapv:UnspecifiedMatching	0.8
MONDO:0004495	myotonic cataract	skos:exactMatch	DOID:82	semapv:UnspecifiedMatching	0.8
MONDO:0004496	myocarditis	oboInOwl:hasDbXref	DOID:820	semapv:UnspecifiedMatching	0.8
MONDO:0004496	myocarditis	skos:exactMatch	DOID:820	semapv:UnspecifiedMatching	0.8
MONDO:0004497	tertiary syphilis	oboInOwl:hasDbXref	DOID:8200	semapv:UnspecifiedMatching	0.8
MONDO:0004497	tertiary syphilis	skos:exactMatch	DOID:8200	semapv:UnspecifiedMatching	0.8
MONDO:0004498	sacral spinal canal and spinal cord meningioma	oboInOwl:hasDbXref	DOID:8203	semapv:UnspecifiedMatching	0.8
MONDO:0004498	sacral spinal canal and spinal cord meningioma	skos:exactMatch	DOID:8203	semapv:UnspecifiedMatching	0.8
MONDO:0004499	lung hilum carcinoma	oboInOwl:hasDbXref	DOID:8207	semapv:UnspecifiedMatching	0.8
MONDO:0004499	lung hilum carcinoma	skos:exactMatch	DOID:8207	semapv:UnspecifiedMatching	0.8
MONDO:0004500	lung superior sulcus carcinoma	oboInOwl:hasDbXref	DOID:8208	semapv:UnspecifiedMatching	0.8
MONDO:0004500	lung superior sulcus carcinoma	skos:exactMatch	DOID:8208	semapv:UnspecifiedMatching	0.8
MONDO:0004501	fallopian tube cystadenofibroma	oboInOwl:hasDbXref	DOID:8211	semapv:UnspecifiedMatching	0.8
